,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
4148,0.88,0.74,3,273,10,0,0,0,sales,medium
4149,1.0,0.59,3,253,3,0,0,0,support,low
4150,0.63,0.8,3,243,3,0,0,0,technical,medium
4151,0.86,0.53,3,163,3,0,0,0,support,medium
4152,0.2,0.98,3,180,6,0,0,0,sales,medium
4153,0.96,0.71,4,210,3,0,0,0,technical,medium
4154,0.31,0.56,4,238,2,0,1,0,accounting,medium
4155,0.55,0.4,5,219,4,0,0,0,IT,medium
4156,0.58,0.59,3,207,7,0,0,1,management,medium
4157,0.18,0.48,4,240,4,0,0,0,sales,medium
4158,0.7,0.9,3,173,2,0,0,0,technical,medium
4159,0.83,0.95,4,251,5,0,1,0,marketing,medium
4160,0.96,0.9,3,161,3,0,0,0,product_mng,medium
4161,0.79,0.96,4,257,5,0,1,0,accounting,medium
4162,0.74,0.89,5,229,6,0,1,0,support,low
4163,0.92,0.99,3,176,8,0,0,0,sales,medium
4164,0.11,0.88,5,250,4,0,1,0,RandD,medium
4165,0.67,0.82,5,148,2,1,0,0,technical,medium
4166,0.79,0.5,5,176,3,0,0,0,support,high
4167,0.54,0.53,4,158,2,0,0,0,technical,medium
4168,0.7,0.84,2,114,4,0,0,0,IT,low
4169,0.75,0.83,4,229,2,0,0,0,IT,medium
4170,0.4,0.54,2,137,3,0,1,0,marketing,medium
4171,0.59,0.72,3,188,3,1,0,0,technical,low
4172,0.84,0.79,4,222,3,0,0,0,RandD,low
4173,0.88,1.0,5,190,2,0,0,0,sales,low
4174,0.75,0.74,5,231,3,0,0,1,marketing,medium
4175,0.86,0.89,4,136,4,0,0,0,technical,medium
4176,0.15,0.53,4,205,5,1,0,0,sales,low
4177,0.16,0.63,6,286,7,0,0,1,sales,medium
4178,0.83,0.88,5,239,5,0,1,0,support,low
4179,0.1,0.84,6,261,4,0,1,0,accounting,medium
4180,0.71,0.57,3,209,2,0,0,0,technical,medium
4181,0.49,0.57,3,192,3,0,0,0,technical,medium
4182,0.44,0.51,2,156,3,0,1,0,technical,high
4183,0.43,0.55,2,153,3,0,1,0,technical,medium
4184,0.45,0.57,2,148,3,0,1,0,marketing,high
4185,0.83,0.93,6,130,5,0,0,0,RandD,low
4186,0.9,0.49,3,259,6,0,0,0,IT,medium
4187,1.0,0.95,3,275,3,1,0,0,sales,medium
4188,0.85,0.79,3,243,2,0,0,1,technical,medium
4189,0.36,0.47,2,148,3,0,1,0,technical,medium
4190,0.8,0.95,3,146,5,0,1,0,hr,low
4191,0.63,0.5,4,167,3,1,0,0,technical,medium
4192,0.98,0.58,4,133,3,0,0,0,sales,low
4193,0.88,0.92,4,225,5,0,1,0,accounting,low
4194,0.53,0.74,3,135,2,0,0,0,marketing,low
4195,0.63,0.74,4,173,3,0,0,0,product_mng,medium
4196,0.54,0.87,4,163,3,0,0,0,sales,medium
4197,0.94,0.73,3,196,3,0,0,0,hr,medium
4198,0.89,0.77,5,232,3,0,0,0,sales,low
4199,0.48,0.62,3,200,3,1,0,0,RandD,medium
4200,0.59,0.67,4,271,2,0,0,0,support,medium
4201,0.41,0.51,2,137,3,0,1,0,support,medium
4202,0.71,0.78,4,227,2,0,0,0,support,low
4203,0.91,0.64,3,241,10,0,0,0,sales,medium
4204,0.49,0.49,4,240,2,0,0,0,RandD,medium
4205,0.6,0.53,2,235,7,0,0,0,IT,medium
4206,0.29,0.57,5,134,2,0,0,1,marketing,medium
4207,0.85,0.87,5,245,5,0,1,0,technical,low
4208,0.4,0.89,2,165,3,0,0,0,IT,medium
4209,0.69,0.98,4,180,3,0,0,0,support,medium
4210,0.58,0.62,3,169,2,0,0,0,sales,medium
4211,0.59,0.88,3,159,2,0,0,0,technical,medium
4212,0.68,0.74,3,227,2,0,0,0,technical,medium
4213,0.83,0.98,4,259,5,0,1,0,support,medium
4214,0.1,0.8,6,264,4,0,1,0,technical,low
4215,0.86,1.0,5,257,5,0,1,0,technical,medium
4216,0.67,0.58,4,158,3,0,0,0,support,medium
4217,0.98,0.87,4,152,2,0,0,0,sales,high
4218,0.97,0.79,5,259,3,0,0,1,support,medium
4219,0.6,0.6,4,147,3,0,0,0,support,low
4220,0.71,0.69,2,172,3,0,0,0,technical,medium
4221,0.7,0.89,3,183,5,0,1,0,support,low
4222,0.57,0.48,5,221,3,0,0,0,support,medium
4223,0.52,0.95,5,234,3,0,0,0,marketing,low
4224,0.69,0.67,4,156,3,0,0,0,technical,low
4225,0.64,0.56,3,239,3,0,0,0,technical,low
4226,0.99,0.7,2,182,4,0,0,0,accounting,medium
4227,0.8,0.54,4,269,3,0,0,0,sales,medium
4228,0.99,0.76,4,204,2,0,0,0,sales,medium
4229,0.99,0.62,4,140,2,1,0,0,support,low
4230,0.09,0.85,5,281,4,0,1,0,support,medium
4231,0.66,0.89,3,257,3,0,0,0,sales,medium
4232,0.53,0.94,4,128,6,0,0,0,hr,medium
4233,0.5,0.57,3,223,3,0,0,0,technical,low
4234,0.75,0.41,5,196,4,0,0,0,sales,low
4235,0.76,0.64,4,234,2,0,0,0,sales,high
4236,0.96,0.96,5,243,3,0,0,0,technical,medium
4237,0.61,0.58,4,142,4,0,0,0,sales,medium
4238,0.63,0.83,4,159,2,0,0,0,marketing,low
4239,0.5,0.73,4,271,2,0,0,0,hr,low
4240,0.11,0.9,6,263,4,0,1,0,IT,low
4241,0.37,0.56,2,156,3,0,1,0,sales,medium
4242,0.63,0.5,2,230,4,0,0,0,sales,medium
4243,0.92,0.64,4,259,2,0,0,0,sales,medium
4244,0.69,0.58,4,149,3,0,0,1,marketing,medium
4245,0.66,0.75,4,203,3,1,0,0,IT,low
4246,0.5,0.91,3,240,3,0,0,0,sales,low
4247,0.94,0.6,5,278,2,0,0,0,technical,low
4248,0.72,0.84,5,257,5,0,1,0,technical,medium
4249,0.86,0.61,4,181,4,0,0,0,technical,low
4250,0.5,0.56,4,266,2,0,0,0,RandD,low
4251,0.91,0.71,5,156,3,0,0,0,sales,low
4252,0.78,0.69,4,202,3,0,0,0,product_mng,low
4253,0.99,0.57,3,176,4,1,0,0,support,medium
4254,0.5,0.75,6,127,3,0,0,0,sales,low
4255,0.73,0.49,3,168,2,1,0,0,sales,low
4256,0.61,0.86,3,239,3,0,0,0,IT,low
4257,0.79,0.68,5,272,3,0,0,0,support,medium
4258,0.68,0.93,4,179,2,0,0,0,sales,medium
4259,0.99,0.78,2,177,4,0,0,0,product_mng,low
4260,0.59,0.47,5,191,3,0,0,0,RandD,low
4261,0.1,0.86,6,278,4,0,1,0,technical,high
4262,0.76,0.83,6,293,6,0,1,0,support,low
4263,0.52,0.92,4,150,2,1,0,0,support,low
4264,0.35,0.54,3,128,3,0,0,0,support,medium
4265,0.5,0.8,6,201,5,0,0,0,technical,medium
4266,0.7,0.7,3,162,8,0,0,0,RandD,high
4267,0.37,0.56,2,138,3,0,1,0,IT,low
4268,0.36,0.47,2,136,3,0,1,0,accounting,low
4269,0.66,0.8,4,192,3,0,0,0,hr,medium
4270,0.92,0.85,5,259,5,0,1,0,sales,low
4271,0.98,0.99,5,141,3,0,0,0,sales,low
4272,0.37,0.51,2,132,3,0,1,0,technical,medium
4273,0.71,0.67,3,264,3,0,0,0,IT,medium
4274,0.61,0.89,4,242,2,0,0,0,management,medium
4275,0.94,0.73,4,204,2,0,0,0,sales,low
4276,0.37,0.5,2,141,3,0,1,0,sales,low
4277,0.88,0.55,5,182,3,0,0,0,product_mng,medium
4278,0.78,0.51,3,172,3,0,0,0,technical,medium
4279,0.62,0.57,3,223,3,1,0,0,support,low
4280,0.51,0.96,3,149,4,0,0,0,accounting,low
4281,0.69,0.76,3,174,6,0,0,0,sales,medium
4282,0.1,0.79,6,249,4,0,1,0,RandD,low
4283,0.45,0.48,5,287,5,0,0,0,support,medium
4284,0.11,0.79,7,310,4,0,1,0,hr,low
4285,0.6,0.65,4,160,2,0,0,0,IT,low
4286,0.43,0.62,2,180,3,0,0,0,RandD,low
4287,0.55,0.76,4,233,4,0,0,0,IT,low
4288,0.83,0.92,4,255,5,0,1,0,accounting,low
4289,0.64,0.87,3,239,4,0,0,0,product_mng,low
4290,0.62,0.72,5,180,3,0,0,0,accounting,low
4291,0.14,0.64,5,164,5,0,0,0,product_mng,low
4292,0.55,0.96,3,194,3,0,0,0,product_mng,medium
4293,0.47,0.5,4,254,4,0,1,0,sales,low
4294,0.68,0.84,3,270,3,0,0,0,support,high
4295,0.58,0.62,5,184,3,0,0,0,hr,low
4296,0.52,0.51,3,213,4,0,0,0,support,low
4297,0.67,0.49,4,195,3,0,0,0,hr,low
4298,0.94,0.71,3,175,3,0,0,0,IT,low
4299,0.64,0.85,3,250,3,0,0,0,marketing,low
4300,0.71,0.83,5,206,3,0,0,0,sales,low
4301,0.43,0.53,2,131,3,0,1,0,IT,low
4302,1.0,0.66,4,180,3,0,0,0,technical,low
4303,0.94,0.7,3,271,4,0,0,0,sales,medium
4304,0.36,0.56,2,132,3,0,1,0,IT,medium
4305,0.49,0.87,4,171,3,1,0,0,marketing,medium
4306,0.51,0.88,3,202,4,0,0,0,hr,low
4307,0.5,0.76,4,229,3,1,0,0,technical,low
4308,0.37,0.52,2,157,3,0,1,0,sales,low
4309,0.54,0.68,3,158,3,0,0,0,sales,low
4310,0.56,0.92,4,224,3,0,0,0,sales,medium
4311,0.09,0.89,6,282,4,0,1,0,support,low
4312,0.26,0.91,5,183,6,0,0,0,IT,medium
4313,0.58,0.69,4,223,4,0,0,0,sales,low
4314,0.77,1.0,4,232,5,0,1,0,technical,medium
4315,0.7,0.76,3,173,2,0,0,0,product_mng,low
4316,0.36,0.56,2,140,3,0,1,0,technical,medium
4317,0.9,0.53,3,270,3,0,0,0,sales,medium
4318,0.96,0.5,3,234,2,1,0,0,sales,medium
4319,0.98,0.49,4,214,3,0,0,0,technical,low
4320,0.1,0.84,6,283,4,1,1,0,technical,low
4321,0.73,0.95,3,258,3,0,0,0,technical,low
4322,0.77,0.85,4,189,2,0,0,0,sales,low
4323,0.93,0.87,4,139,8,0,0,0,technical,medium
4324,0.76,0.52,2,148,3,0,0,0,sales,high
4325,0.86,0.98,3,158,5,0,1,0,sales,low
4326,0.92,0.81,4,206,2,0,0,0,hr,medium
4327,0.57,0.39,4,132,3,0,0,0,product_mng,high
4328,0.65,0.67,3,240,2,1,0,0,technical,low
4329,0.66,0.87,4,139,3,0,0,0,technical,medium
4330,0.76,0.9,4,263,5,0,1,0,support,low
4331,0.23,0.96,4,242,6,0,0,0,marketing,medium
4332,0.11,0.92,6,281,4,0,1,0,sales,medium
4333,0.75,0.85,4,181,3,0,0,0,technical,low
4334,0.43,0.71,3,186,2,0,0,0,accounting,medium
4335,0.83,0.78,5,250,2,1,0,0,sales,low
4336,0.54,0.64,2,128,2,0,0,0,sales,low
4337,0.48,0.98,5,132,4,0,0,0,sales,low
4338,0.7,0.53,4,152,3,0,0,0,technical,low
4339,0.71,0.87,3,177,4,0,1,0,hr,medium
4340,0.46,0.55,2,129,3,0,1,0,sales,low
4341,0.59,0.94,4,265,3,0,0,0,technical,low
4342,0.3,0.67,3,232,3,0,0,0,sales,low
4343,0.98,0.96,4,253,3,0,0,0,sales,low
4344,0.61,0.52,3,224,3,0,0,0,hr,low
4345,0.57,0.42,4,154,5,0,0,0,RandD,high
4346,0.81,0.92,5,239,5,0,1,0,RandD,medium
4347,0.95,0.63,3,153,2,0,0,0,sales,low
4348,0.91,0.66,4,139,3,0,0,0,technical,high
4349,0.7,0.48,4,238,3,0,0,0,IT,medium
4350,0.74,0.64,4,268,3,0,0,0,sales,low
4351,0.61,0.61,4,239,2,0,0,1,hr,high
4352,0.4,0.46,2,143,3,0,1,0,technical,high
4353,0.53,0.61,3,148,10,0,0,0,management,high
4354,0.97,0.83,4,202,3,0,0,0,sales,low
4355,0.52,0.88,3,261,4,0,0,0,sales,medium
4356,0.59,0.52,2,149,3,0,0,0,accounting,medium
4357,0.54,0.67,4,282,6,0,0,0,technical,medium
4358,0.62,0.72,3,188,3,0,0,0,technical,low
4359,0.74,0.7,4,260,2,0,0,0,support,low
4360,0.34,0.99,4,184,3,0,0,0,RandD,medium
4361,0.98,0.7,4,253,2,0,0,0,support,low
4362,0.7,0.97,4,244,3,0,0,0,sales,medium
4363,0.77,0.76,6,263,6,0,0,0,sales,low
4364,0.45,0.51,2,149,3,0,1,0,accounting,low
4365,0.71,0.76,4,142,2,1,0,0,support,low
4366,0.24,0.91,5,177,5,0,0,0,sales,low
4367,0.42,0.51,3,190,4,0,0,0,support,low
4368,0.22,0.58,2,255,5,0,0,0,sales,medium
4369,0.32,0.67,5,224,4,1,0,0,accounting,medium
4370,0.8,0.97,4,232,2,0,0,0,management,low
4371,0.69,0.56,4,178,3,0,0,0,support,medium
4372,0.91,0.94,4,264,4,0,0,0,technical,low
4373,0.8,0.75,3,268,2,0,1,0,sales,medium
4374,0.78,0.74,4,261,3,1,0,0,product_mng,medium
4375,0.66,0.87,3,223,7,0,0,0,sales,high
4376,0.11,0.92,7,293,4,0,1,0,sales,low
4377,0.38,0.47,2,144,3,0,1,0,support,low
4378,0.65,0.55,3,156,5,0,0,0,marketing,low
4379,0.51,0.63,5,260,2,0,0,0,product_mng,high
4380,0.4,0.69,2,174,3,0,0,0,sales,medium
4381,0.5,0.51,5,134,3,0,0,0,product_mng,low
4382,0.77,0.94,4,224,2,0,0,0,management,low
4383,0.96,0.89,3,142,4,0,0,0,sales,medium
4384,0.67,0.52,2,102,6,0,0,0,technical,low
4385,0.97,0.5,3,173,2,0,0,0,accounting,medium
4386,0.37,0.49,3,177,3,0,0,0,marketing,high
4387,0.9,0.63,4,173,3,0,0,0,accounting,medium
4388,0.65,0.95,3,190,3,0,0,0,technical,low
4389,0.4,0.5,2,141,3,1,1,0,technical,low
4390,0.61,0.57,4,144,3,0,0,0,technical,medium
4391,0.36,0.49,2,133,3,0,1,0,hr,medium
4392,0.39,0.56,6,228,5,0,0,0,technical,medium
4393,0.73,0.99,5,241,5,0,1,0,sales,low
4394,0.98,0.8,4,134,2,1,0,0,support,medium
4395,0.53,0.85,2,164,5,0,1,0,support,low
4396,0.58,0.57,5,105,6,0,0,0,product_mng,medium
4397,0.49,0.52,4,267,2,0,0,0,technical,high
4398,0.51,0.7,4,142,4,1,0,0,sales,low
4399,0.37,0.51,2,155,3,0,1,0,sales,low
4400,0.56,0.61,3,224,3,0,0,0,management,low
4401,0.72,0.8,3,158,3,0,0,0,sales,medium
4402,0.4,0.85,5,99,2,1,0,0,support,high
4403,0.78,0.52,5,192,3,1,0,0,technical,low
4404,0.82,0.82,3,164,3,0,0,0,technical,high
4405,0.73,0.82,3,133,3,0,0,0,RandD,medium
4406,0.52,0.72,4,186,2,0,0,0,sales,medium
4407,0.97,0.54,3,255,2,1,0,0,RandD,high
4408,0.87,0.84,4,264,6,0,1,0,support,low
4409,0.38,0.53,2,157,3,0,1,0,sales,low
4410,0.14,0.74,6,160,5,0,0,0,technical,medium
4411,0.24,0.46,7,224,5,0,1,0,accounting,medium
4412,0.1,0.81,6,268,4,0,1,0,marketing,low
4413,0.82,0.54,3,243,4,0,0,0,support,low
4414,0.53,0.45,4,180,3,0,0,0,technical,medium
4415,0.72,0.71,4,256,3,0,0,1,sales,medium
4416,0.78,0.95,3,270,2,0,0,0,sales,medium
4417,0.23,0.49,5,214,5,0,0,0,IT,high
4418,0.11,0.89,6,309,4,0,1,0,support,medium
4419,0.8,0.57,3,225,4,0,0,0,support,low
4420,0.58,0.79,3,243,3,1,0,0,sales,medium
4421,0.11,0.85,6,299,4,0,1,0,support,medium
4422,0.49,0.78,4,254,10,0,0,0,management,high
4423,0.1,0.84,6,286,4,0,1,0,product_mng,low
4424,0.98,0.89,5,181,3,0,0,0,product_mng,low
4425,0.2,0.98,4,166,4,1,0,0,sales,medium
4426,0.57,0.67,5,235,2,0,0,0,product_mng,low
4427,0.85,0.97,4,266,6,0,1,0,product_mng,low
4428,0.31,0.51,2,146,3,0,0,0,RandD,low
4429,0.54,0.48,3,152,2,0,0,0,sales,low
4430,0.54,0.48,3,275,2,0,0,0,sales,high
4431,0.7,0.57,4,211,3,0,0,0,hr,high
4432,0.86,0.72,3,217,3,0,0,0,sales,low
4433,1.0,0.61,5,178,3,0,0,0,technical,medium
4434,0.65,0.37,3,170,6,0,0,0,IT,low
4435,1.0,0.93,3,264,4,0,0,0,support,medium
4436,0.78,0.54,3,161,3,0,0,0,support,medium
4437,0.59,0.67,6,126,3,0,0,0,technical,medium
4438,0.37,0.46,2,157,3,0,1,0,IT,low
4439,0.59,0.82,3,149,3,0,0,0,hr,low
4440,0.38,0.56,2,154,3,0,1,0,sales,low
4441,0.61,0.95,4,174,4,0,0,0,sales,low
4442,0.85,0.65,4,162,2,0,0,0,technical,medium
4443,0.9,0.74,4,206,4,1,0,0,IT,low
4444,0.99,0.75,4,163,2,0,0,0,sales,low
4445,0.11,0.8,6,304,4,0,1,0,technical,low
4446,0.89,0.9,4,101,6,0,0,0,support,medium
4447,0.97,0.51,4,241,4,0,0,0,hr,medium
4448,1.0,0.84,3,215,2,0,0,0,sales,medium
4449,0.75,0.89,4,228,5,0,1,0,support,low
4450,0.88,0.9,4,248,2,0,0,0,support,medium
4451,0.99,0.48,3,104,3,0,0,0,product_mng,medium
4452,0.42,0.49,2,153,3,0,1,0,product_mng,medium
4453,0.92,0.64,4,217,4,0,0,0,RandD,medium
4454,0.97,0.97,5,171,2,0,0,0,sales,high
4455,0.17,0.55,6,240,6,0,0,0,RandD,low
4456,0.89,0.51,4,141,3,0,0,0,sales,low
4457,0.39,0.89,3,188,5,0,0,0,support,low
4458,0.46,0.5,2,156,3,0,1,0,technical,medium
4459,0.22,0.7,2,274,10,0,0,0,sales,high
4460,0.8,0.73,3,168,2,0,0,0,IT,low
4461,0.09,0.97,7,254,4,1,1,0,RandD,medium
4462,0.57,0.72,4,275,6,0,1,0,technical,medium
4463,0.84,0.9,3,230,3,0,0,0,IT,medium
4464,0.16,0.73,4,197,2,0,0,0,technical,low
4465,0.84,0.58,5,186,2,0,0,0,sales,medium
4466,0.79,0.92,5,254,6,0,1,0,sales,low
4467,0.72,0.53,3,179,3,0,0,0,support,low
4468,0.21,0.7,3,238,8,0,0,0,technical,medium
4469,0.26,0.73,4,178,6,0,0,0,technical,low
4470,0.41,0.49,2,146,3,0,1,0,IT,low
4471,0.52,0.72,2,160,2,0,0,0,technical,high
4472,0.76,0.8,3,202,3,0,0,0,product_mng,medium
4473,0.6,0.96,4,220,3,1,0,1,sales,medium
4474,0.73,0.86,4,245,6,0,1,0,sales,low
4475,0.84,0.5,5,267,2,0,0,0,technical,low
4476,0.41,0.52,2,132,3,0,1,0,RandD,low
4477,0.81,0.96,4,212,3,0,0,0,sales,low
4478,0.44,0.51,2,145,3,0,1,0,marketing,low
4479,0.95,0.67,4,261,3,0,0,0,technical,low
4480,0.77,0.88,2,169,3,0,0,0,technical,medium
4481,0.89,0.96,5,221,5,0,1,0,technical,low
4482,0.84,0.83,3,215,3,0,0,0,accounting,high
4483,0.89,0.93,3,181,3,0,0,0,hr,low
4484,0.73,0.86,4,133,3,0,0,0,technical,high
4485,0.64,0.89,3,175,3,1,0,0,product_mng,high
4486,0.77,1.0,5,229,5,0,1,0,management,low
4487,0.55,0.69,3,225,2,0,0,0,sales,medium
4488,0.71,0.69,4,180,3,1,0,0,RandD,medium
4489,0.28,0.95,5,191,3,0,0,0,support,high
4490,0.82,0.69,3,250,3,0,0,0,accounting,low
4491,0.68,0.55,4,215,4,0,0,0,sales,high
4492,0.48,0.38,3,134,3,0,0,0,product_mng,medium
4493,0.76,0.98,4,191,2,0,0,0,product_mng,medium
4494,0.83,0.82,5,273,4,0,0,0,sales,low
4495,0.73,0.88,5,204,5,0,0,0,sales,low
4496,0.89,0.88,3,165,4,0,0,0,sales,medium
4497,0.45,0.64,5,133,4,0,0,0,accounting,medium
4498,0.85,0.87,5,246,5,1,1,0,sales,medium
4499,0.89,0.81,4,228,4,0,0,0,IT,high
4500,0.11,0.93,6,282,4,0,1,0,sales,low
4501,0.69,0.52,3,186,3,0,0,0,IT,medium
4502,0.36,0.56,2,138,3,0,1,0,accounting,medium
4503,0.15,0.67,6,209,5,0,0,0,technical,low
4504,0.81,0.62,4,197,3,0,0,0,hr,low
4505,0.59,0.72,4,168,4,0,0,0,management,medium
4506,0.75,1.0,4,216,6,0,1,0,technical,low
4507,0.83,0.87,3,156,3,0,0,0,support,medium
4508,0.85,0.81,4,189,4,0,0,0,marketing,medium
4509,0.74,0.87,5,242,5,0,1,0,support,medium
4510,0.35,0.37,4,153,2,0,0,0,sales,medium
4511,0.33,0.4,6,214,6,0,0,0,marketing,medium
4512,0.79,0.89,3,104,4,0,0,0,technical,low
4513,0.28,0.89,4,97,6,0,0,0,management,low
4514,0.43,0.84,2,285,5,0,0,0,technical,low
4515,0.82,0.71,3,160,3,0,0,0,IT,medium
4516,0.53,0.86,3,150,3,0,0,0,support,low
4517,0.24,0.91,5,258,6,0,0,0,support,low
4518,0.58,0.98,3,146,3,0,0,0,technical,medium
4519,0.11,0.85,7,275,4,0,1,0,support,medium
4520,0.74,0.6,3,153,2,0,0,0,technical,low
4521,0.64,0.5,3,238,4,0,0,0,technical,low
4522,0.29,0.47,5,139,4,0,0,0,sales,low
4523,0.93,0.98,4,189,10,0,0,0,sales,medium
4524,0.63,0.75,4,175,4,0,0,0,hr,medium
4525,0.42,0.38,2,139,4,0,0,0,technical,medium
4526,0.64,0.41,3,231,6,0,0,0,technical,medium
4527,0.89,0.71,4,190,3,0,0,0,RandD,low
4528,0.36,0.5,2,131,3,0,1,0,IT,medium
4529,0.82,0.68,2,285,2,0,0,0,support,medium
4530,0.59,0.51,3,156,3,0,0,0,product_mng,medium
4531,0.19,0.59,7,192,3,0,1,0,sales,low
4532,0.88,0.88,5,232,5,1,1,0,accounting,medium
4533,0.59,0.54,4,178,2,0,0,0,support,medium
4534,0.11,0.8,6,286,4,0,1,0,sales,low
4535,0.94,0.89,4,239,3,0,0,0,technical,medium
4536,0.48,0.77,5,250,2,0,0,1,RandD,medium
4537,0.76,0.83,6,293,6,0,1,0,support,low
4538,0.91,0.71,2,159,3,1,0,0,sales,low
4539,0.45,0.47,2,135,3,0,1,0,RandD,medium
4540,0.24,0.88,5,199,5,1,0,0,sales,medium
4541,0.9,0.99,4,259,6,0,1,0,sales,medium
4542,0.84,0.49,3,172,4,0,0,0,RandD,medium
4543,0.88,0.6,4,162,2,0,0,0,technical,low
4544,0.57,0.9,3,262,2,0,0,0,product_mng,medium
4545,0.37,0.52,2,143,3,0,1,0,marketing,low
4546,0.09,0.8,6,304,5,0,1,0,technical,medium
4547,0.49,0.79,4,158,3,0,0,0,support,high
4548,0.83,0.9,3,195,3,0,0,0,support,low
4549,0.76,0.76,3,197,2,0,0,0,sales,medium
4550,0.85,0.56,3,159,3,0,0,0,hr,medium
4551,0.53,0.83,4,249,3,1,0,0,technical,low
4552,0.59,0.64,5,269,3,0,0,0,support,medium
4553,0.48,0.81,4,149,2,0,0,0,management,medium
4554,0.58,0.96,3,192,4,0,0,0,RandD,medium
4555,0.43,0.48,2,135,3,0,1,0,sales,medium
4556,0.87,0.98,4,173,3,0,0,0,marketing,low
4557,0.85,0.7,3,188,2,0,0,0,support,low
4558,0.64,0.78,5,148,4,0,0,0,sales,high
4559,0.69,0.51,3,257,3,1,0,0,IT,low
4560,0.85,0.86,3,179,3,0,0,0,product_mng,low
4561,0.36,0.57,2,144,3,0,1,0,technical,low
4562,0.27,0.62,6,136,3,0,0,0,sales,high
4563,0.4,0.49,2,144,3,0,1,0,support,low
4564,0.53,0.57,4,250,3,1,0,0,product_mng,low
4565,0.63,0.82,3,269,3,0,0,0,sales,low
4566,0.49,0.96,2,206,2,0,0,0,marketing,low
4567,0.62,0.42,2,124,2,0,0,0,sales,low
4568,0.39,0.57,2,158,3,0,1,0,sales,low
4569,0.82,0.88,4,149,2,0,0,0,sales,low
4570,0.11,0.84,6,252,4,0,1,0,technical,low
4571,0.86,0.61,4,193,2,0,0,0,support,high
4572,0.6,0.62,5,165,2,0,0,0,sales,medium
4573,0.59,0.91,4,142,3,1,0,0,support,medium
4574,0.69,0.65,4,232,2,1,0,0,sales,low
4575,0.77,0.57,4,203,3,1,0,0,support,high
4576,0.52,0.72,4,222,3,0,0,0,sales,low
4577,0.4,0.57,2,160,3,0,1,0,accounting,low
4578,0.87,0.94,3,217,3,0,0,0,technical,medium
4579,0.44,0.45,2,156,3,0,1,0,sales,medium
4580,0.13,0.73,5,206,5,0,0,0,sales,medium
4581,0.58,0.87,3,268,2,0,0,0,sales,low
4582,0.19,0.83,5,280,4,0,0,0,RandD,low
4583,0.46,0.49,2,148,3,0,1,0,sales,low
4584,0.84,0.78,5,164,3,0,0,0,accounting,low
4585,0.51,0.43,3,204,4,0,0,0,product_mng,medium
4586,0.35,0.58,3,103,3,0,0,0,hr,low
4587,0.49,0.77,3,211,3,0,0,0,IT,high
4588,0.65,0.99,5,240,5,0,0,0,RandD,medium
4589,0.77,0.89,4,153,7,0,0,0,sales,medium
4590,0.78,0.44,3,97,4,0,0,0,IT,medium
4591,0.6,0.57,3,203,2,0,0,0,sales,low
4592,0.87,0.93,4,199,3,0,0,0,technical,low
4593,0.17,0.92,4,189,2,0,0,0,technical,medium
4594,0.52,0.71,2,231,2,0,0,0,sales,low
4595,0.44,0.49,2,154,3,0,1,0,support,low
4596,0.48,0.95,3,184,2,0,0,0,RandD,high
4597,0.33,0.77,3,216,3,0,0,0,RandD,high
4598,0.61,0.47,2,253,3,0,1,0,sales,low
4599,0.23,0.99,4,204,4,1,1,0,accounting,low
4600,0.11,0.89,7,257,4,0,1,0,technical,low
4601,0.41,0.57,2,136,3,0,1,0,support,low
4602,0.69,0.66,3,113,4,0,0,0,sales,low
4603,0.91,0.7,4,196,2,0,0,0,technical,low
4604,0.23,0.56,5,169,5,0,0,0,RandD,medium
4605,0.44,0.53,2,149,3,0,1,0,sales,low
4606,0.87,0.5,3,269,3,0,0,0,marketing,medium
4607,0.69,0.58,4,149,3,0,0,1,marketing,medium
4608,0.73,0.92,5,266,5,0,1,0,support,medium
4609,0.59,0.64,5,123,2,0,0,0,product_mng,low
4610,0.81,0.74,2,228,3,0,0,0,management,high
4611,0.91,1.0,5,244,6,0,1,0,hr,low
4612,0.6,0.59,3,237,4,1,0,0,product_mng,low
4613,0.57,0.59,4,206,3,0,0,0,RandD,medium
4614,0.94,0.88,3,270,3,0,0,0,sales,medium
4615,0.64,0.56,3,257,6,0,0,0,marketing,medium
4616,0.09,0.95,6,304,4,0,1,0,sales,low
4617,0.1,0.86,6,309,4,0,1,0,sales,medium
4618,0.65,0.55,5,206,3,0,0,0,sales,low
4619,0.19,0.91,5,145,3,0,0,0,management,low
4620,0.4,0.49,2,155,3,0,1,0,hr,medium
4621,0.61,0.7,3,225,3,0,0,0,accounting,low
4622,0.34,0.67,4,141,2,0,1,0,sales,low
4623,0.74,0.89,3,229,3,0,0,0,IT,medium
4624,0.48,0.98,3,259,6,0,0,0,IT,medium
4625,0.54,0.64,6,278,2,0,0,0,technical,medium
4626,0.78,0.68,2,159,3,1,0,0,support,medium
4627,0.18,0.67,5,285,5,0,0,0,accounting,low
4628,0.57,0.88,4,140,2,0,0,0,support,medium
4629,0.49,0.89,3,213,2,0,0,0,support,low
4630,0.58,0.67,5,133,10,0,0,0,technical,medium
4631,0.66,0.64,4,204,2,0,0,0,RandD,low
4632,0.2,0.99,5,151,3,1,0,0,support,low
4633,0.78,0.62,4,150,3,0,0,1,management,high
4634,0.52,0.63,3,204,3,0,0,0,technical,medium
4635,0.2,0.76,5,188,3,0,0,0,IT,low
